"New #","Old #","Origin","Domain","Type","Source","Grouping","Code","Description"
"317","105, 106, 58, 97, 464, 198","Industry/government","GDPR compliance/privacy maturity","Capability","Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), Qi (2016), The MITRE Corporation (2019)","Lawfulness","Lawfulness","The organization uses a standardized approach for determining the lawfulness and legal basis of processing activities and conducts activities on any personal data only with user consent or on a legal basis."
"318","77, 105, 106, 214, 374, 402, 403, 429, 503","Industry/government/academia","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), New Zealand Government (2014), Qi (2016), The MITRE Corporation (2019)","Purpose limitation","Purpose limitation","The organization uses a standardized approach for determining the purpose of processing activities and ensures that only personal data relevant to the stated purposes is used."
"319","79, 431,482, 480","Industry/government","GDPR compliance/privacy maturity","Capability","Fort Privacy (2022), New Zealand Government (2014), The MITRE Corporation (2019)","Data minimisation","Data minimisation","The organisation has applied the principle of data minimisation to its processing activities and has implemented appropriate procedures to ensure that only the personal data required for the relevant processing activity is processed."
"320","216, 282, 325, 476","Academia/industry","Privacy maturity","Capability","AICPA/CICA (2011), Qi (2016), The MITRE Corporation (2019)","Consent","Consent","Notice is provided to individuals regarding all of the following privacy policies at or before collection and is documented: purpose; choice/consent; collection; use, retention and disposal; access; disclosure; security for privacy; quality; and monitoring/enforcement."
"321","5, 194, 299, 544","Academia/industry","Data protection/data management/privacy maturity","Capability","AICPA/CICA (2011), Labadie & Legner (2019), Qi (2016), The MITRE Corporation (2019)","Consent","Consent","Obtain and record consent before collecting, using or disclosing personal data."
"322","306, 307","Industry","Privacy maturity","Capability","AICPA/CICA (2011)","Consent","Consent","A documented formal process has been implemented requiring explicit consent be obtained directly from the individual prior to, or as soon as practically possible, after collection of sensitive personal information."
"323","302, 546, 547","Industry","Privacy maturity","Capability","AICPA/CICA (2011), The MITRE Corporation (2019)","Consent","Consent","Ensures that individuals are aware of and, where feasible, consent to all uses of personal data not initially described in the public notice that was in effect at the time the organization collected the personal data."
"324","196, 298, 545","Academia/industry","Privacy maturity","Capability","AICPA/CICA (2011), Qi (2016), The MITRE Corporation (2019)","Consent","Consent","Provides appropriate means for individuals to be informed of and understand the consequences of decisions to approve or decline the authorization of the collection, use, dissemination, and retention of personal data."
"325","8, 218","Academia","Privacy maturity/data management","Capability","Labadie & Legner (2019), Qi (2016)","Personal data erasure","Data retention & deletion","Delete and dispose non-purpose binding personal data and back-ups as soon as the purpose expires."
"326","39, 333","Industry","Information governance/privacy maturity","Capability","AICPA/CICA (2011), Compliance, Governance and Oversight Council (CGOC) (2019)","Personal data erasure","Data retention & deletion","Data is automatically deleted at the end of its retention period when no legal hold has been specified; back up data is routinely and systematically overwritten."
"327","127, 332, 446, 587, 594","Industry/government","Privacy maturity/U.S. privacy laws","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Centrum informatiebeveiliging en privacybescherming (2017), New Zealand Government (2014)","Personal data erasure","Data retention & deletion","The entity has documented its policies and procedures regarding the retention, disposal, destruction and redaction of personal information, implemented such practices and ensures that these practices are consistent with the privacy notice."
"328","333, 182","Industry","Privacy maturity","Capability","AICPA/CICA (2011), Intel Privacy Office (2013)","Accountability","Accountability","Management monitors and enforces retention periods and disposal methods, and updates policies to reflect regulatory changes."
"329","41, 588","Industry","Information governance maturity/ U.S privacy laws","Capability","Association of Corporate Counsel (2019), Compliance, Governance and Oversight Council (CGOC) (2019)","Personal data erasure","Data retention & deletion","IT performs routine disposal with transparent, reliable facts on preservation and retention obligations; older, expired, unneeded privacy information routinely deleted from structured systems; records of deletion retained."
"330","499, 129","Government/industry","Privacy maturity","Capability","Centrum informatiebeveiliging en privacybescherming (2017), The MITRE Corporation (2019)","Personal data erasure","Data retention & deletion","Uses pre-approved techniques or methods to ensure secure deletion or destruction of personal data in line with best practices in industry."
"331","83, 125","Industry","GDPR compliance","Capability","Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022)","Storage limitation","Data storage","The organisation has applied the principle of storage limitation to its processing activities and has implemented appropriate procedures to ensure that personal data processed is retained for no longer than is necessary for the purpose."
"332","126, 128","Industry/government","Privacy maturity","Capability","Centrum informatiebeveiliging en privacybescherming (2017)","Storage limitation","Data storage","All personal data have a storage limit that is determined upfront in line with best practices in industry."
"333","219, 497, 42","Academia/industry","Privacy/information governance maturity","Capability","Compliance, Governance and Oversight Council (CGOC) (2019), Qi (2016), The MITRE Corporation (2019)","Storage limitation","Data storage","Retains each collection of personal data for an appropriate amount of time to fulfil the purpose(s) identified in the notice, in accordance with the applicable retention schedule, and as required by law."
"334","181, 331","Industry","Privacy maturity","Capability","AICPA/CICA (2011), Intel Privacy Office (2013)","Accountability","Accountability","The retention of personal information is monitored and periodically assessed for appropriateness, and verifications of retention are conducted. Such processes are automated to the extent possible. Any discrepancies found are remediated in a timely fashion."
"335","181, 330","Industry","Privacy maturity","Capability","AICPA/CICA (2011), Intel Privacy Office (2013)","Storage limitation","Data storage","The entity has documented its retention policies and procedures and consistently retains personal information in accordance with such policies and practices."
"336","44, 497, 498","Industry","Information governance maturity
Description","Capability","Compliance, Governance and Oversight Council (CGOC) (2019), The MITRE Corporation (2019)","Personal data erasure","Data retention & deletion","Disposes of, destroys, erases, and/or anonymizes the personal data, regardless of the method of storage, in accordance with the official record retention schedule and in a manner that prevents loss, theft, misuse, or unauthorized access."
"337","54, 121, 161, 190, 223, 432","Industry/government/academia","GDPR compliance/privacy maturity","Capability","Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), Intel Privacy Office (2013), New Zealand Government (2014), Qi (2016)","Notice & disclosure","Notice","Notice is provided to the data subject that include a complete description of the processing activities of the organisation. "
"338","54, 121, 162, 190, 280, 284, 289, 293, 572","Industry/government/academia","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), Intel Privacy Office (2013), Qi (2016)","Notice & disclosure","Notice accessibility","Notices provided to the data subjects are in plain and simple language, appropriately labelled, easily accessible, and made available whenever Personal Data are collected, provided in a timely fashion and clearly dated."
"339","161, 179, 188, 213, 287, 293, 294, 295, 312, 314, 432, 541, 542, 572","Industry/academia/government","Privacy maturity/U.S. privacy laws","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Intel Privacy Office (2013), New Zealand Government (2014), Qi (2016), The MITRE Corporation (2019)","Notice & disclosure","Notice","Notices provided to the data subjects include a choice to allow use, a method to provide consent, the legal purpose of collection, describes the type of use, type of personal data, method of data collection, retention and destruction policies and procedures, and assurance of access and security."
"340","123, 124","Industry/government","Privacy maturity","Capability","Centrum informatiebeveiliging en privacybescherming (2017)","Notice & disclosure","Data subject informing","The manner in which a data subject is informed is according to a formalized, documented process in line with standards and best practices in the industry."
"341","315, 322","Industry","Privacy maturity","Capability","AICPA/CICA (2011)","Notice & disclosure","Notice & disclosure","The entity’s privacy notice indicates that, if applicable, it may develop and/ or acquire information about individuals by using third-party sources, browsing, e-mail content, credit and purchasing history. Additional consent is obtained where necessary."
"342","296, 433","Industry/government","Privacy maturity","Capability","AICPA/CICA (2011), New Zealand Government (2014)","Notice & disclosure","Data subject informing","Provide information about the consequences of refusing to provide personal information or denying or withdrawing consent."
"343","281, 316, 543, 573","Industry","Privacy maturity/U.S. privacy laws","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), The MITRE Corporation (2019) ","Notice & disclosure","Notice update","The privacy notice is reviewed regularly and updated in a timely fashion to reflect changes in practice or policy that affect personal data or changes in its activities that impact privacy."
"344","19, 154, 240, 275, 277, 278, 411, 469, 559, 574","Academia/industry/government","Privacy maturity/U.S. privacy laws","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Intel Privacy Office (2013), New Zealand Government (2014), Qi (2016), The MITRE Corporation (2019), Yaqiong et al. (2020)","Awareness & training","Training","Employees receive compulsory privacy training and have privacy protection awareness."
"345","20, 166, 555, 558, 560, 561","Academia/industry","Data privacy maturity","Capability","Intel Privacy Office (2013), The MITRE Corporation (2019), Yaqiong et al. (2020)","Awareness & training","Training","Organization has a comprehensive privacy training program and strategy and monitors employee participation."
"346","22, 413, 414, 556","Academia/industry","Data privacy maturity","Capability","New Zealand Government (2014), The MITRE Corporation (2019), Yaqiong et al. (2020)","Awareness & training","Awareness & training","The training content of data privacy awareness is synchronized with the changes in relevant laws and regulations in various countries, is aligned with best practice and continuously stimulates employees, and training is customized based on different roles. Lessons learned from risk assessments or breach responses are incorporated."
"347","180, 254, 393, 557","Industry/government","Privacy maturity","Capability","AICPA/CICA (2011), Intel Privacy Office (2013), New Zealand Government (2014), The MITRE Corporation (2019)","Awareness & training","Employee awareness","Employees are aware of the policies, resources, and techniques, accept that it shapes their behaviour, and consistently comply."
"348","563, 574","Industry","Privacy maturity/U.S privacy laws","Capability","Association of Corporate Counsel (2019), The MITRE Corporation (2019)","Awareness & training","Training","Supplements training with activities that reinforce the workforce’s understanding of privacy expectations."
"349","75, 351, 357","Industry","GDPR compliance","Capability","AICPA/CICA (2011), Fort Privacy (2022)","Third-party activities","Third-party monitoring","Changes in a third-party environment are monitored to ensure the processor can continue to meet its obligations with respect to Personal Data disclosed to them."
"350","74, 242, 352, 356","Industry","GDPR compliance","Capability","AICPA/CICA (2011), Fort Privacy (2022), Qi (2016)","Third-party activities","Third-party data sharing","Personal Data is disclosed only to processors who have agreements with the organisation to protect Personal Data in a manner consistent with the relevant aspects of the organisation’s Data Protection Policies and data protection laws. (Article 28 GDPR)"
"351","354, 504, 506, 508","Industry","Privacy maturity","Capability","AICPA/CICA (2011), The MITRE Corporation (2019)","Third-party activities","Third-party data sharing","Evaluates any proposed new instances of sharing personal data, including ad hoc requests, with third parties to assess whether the sharing is authorized and whether additional or new public notice is required."
"352","243, 513","Academia/industry","Privacy maturity","Capability","Qi (2016), The MITRE Corporation (2019)","Third-party activities","Third-party responsibilities","Establishes privacy roles, responsibilities, and access requirements of external entities."
"353","151, 155, 247, 397, 427, 568","Industry/academia/government","Privacy maturity","Capability","Intel Privacy Office (2013), New Zealand Government (2014), Qi (2016), The MITRE Corporation (2019), van Lieshout & Hoepman (2015)","Audit, monitoring, & compliance","Auditing/monitoring","Continuous auditing/monitoring occurs to take an integral approach towards all activities that are confronted with privacy requirements and enforces policies, standards, and procedures."
"354","283, 313, 337, 371, 379","Industry","Privacy maturity","Capability","AICPA/CICA (2011)","Audit, monitoring, & compliance","Monitoring","Communications are monitored and analysed to ensure the messaging is appropriate and meeting the needs of individuals and changes and improvements to messaging and communications methods and techniques are made where required."
"355","48, 164, 253, 259","Industry","GDPR compliance","Capability","AICPA/CICA (2011), Fort Privacy (2022), Intel Privacy Office (2013)","Audit, monitoring, & compliance","Monitoring/compliance","The organisation follows a defined process that requires review, approval, and monitoring of compliance with Data Protection Policies and Procedures, and verifies consent and notice, proactively to deliver deliberate process optimisation. Issues of non-compliance are identified, and remedial action taken to ensure compliance in a timely fashion."
"356","156, 258","Industry","Privacy maturity","Capability","AICPA/CICA (2011), Intel Privacy Office (2013)","Audit, monitoring, & compliance","Compliance","The entity has roles and responsibilities for compliance that are identified, communicated, and assigned to qualified personnel and regularly monitors the processes and assignments of those responsible for privacy and analyses the progress to determine its effectiveness. Where required, changes and improvements are made in a timely and effective fashion."
"357","32, 261, 279, 329, 410, 510","Industry","Information governance maturity","Capability","AICPA/CICA (2011), Compliance, Governance and Oversight Council (CGOC) (2019), New Zealand Government (2014), The MITRE Corporation (2019)","Audit, monitoring, & compliance","Monitoring","The entity has implemented policies and procedures designed to continuously monitor and act upon changes in the business and/or regulatory environment."
"358","62, 136, 174, 334, 434","Industry","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), Intel Privacy Office (2013), New Zealand Government (2014)","Personal data access","Personal data access","The organization uses a formalized and documented process on how to respond to data subject access requests."
"359","64, 206, 338, 387","Industry","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Boswell & Courtright (2022), Fort Privacy (2022), Qi (2016)","Personal data access","Personal data access","Procedures to search for a Data Subject’s Personal Data and to grant Data Subjects access to their information have been documented, implemented, and cover all relevant aspects. "
"360","66, 339","Industry","Privacy maturity","Capability","AICPA/CICA (2011)","Personal data access","Personal data access","The organisation reviews the processes used to handle Data Subject Access Requests to determine where improvements may be made and implements such improvements. "
"361","339","Industry","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Fort Privacy (2022)","Personal data access","Personal data access","Access to personal information is automated and self-service when possible and appropriate."
"362","68, 207, 438","Industry/academia/government","GDPR compliance/privacy maturity","Capability","Fort Privacy (2022), New Zealand Government (2014), Qi, 2016)","Personal data rectification","Personal data rectification","Procedures to enable the right to rectification/erasure, restriction of processing and data portability have been documented as applicable, implemented, and cover all relevant aspects. "
"363","71, 208","Industry/academia","GDPR compliance/privacy maturity","Capability","Fort Privacy (2022), Qi (2016)","Automated decision-making objection","Automatic decision making","Procedures to enable rights to object/not be subject to automated decision making have been documented as applicable, implemented and cover all relevant aspects. "
"364","114, 336, 344","Industry/government","Privacy maturity","Capability","AICPA/CICA (2011), Centrum informatiebeveiliging en privacybescherming (2017)","Notice & disclosure","Data rights facilitation","The entity ensures that individuals are informed about their personal information access rights, including update and correction options and the status of their requests, through channels such as direct communication programs, notification on statements and other mailings."
"365","586, 593","Industry","U.S. Privacy laws","Capability","Association of Corporate Counsel (2019)","Personal data access","Personal data access","Documented procedures for production of structured, unstructured or semi-structured data for access requests for enterprise and departmental systems."
"366","178, 335, 435, 579","Industry","Privacy maturity","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Intel Privacy Office (2013), New Zealand Government (2014)","Personal data access","Personal data access","Documented and complete policies and processes in place to monitor information and access requests to ensure appropriate access is provided, record and report requests, and continuously improve the process."
"367","67, 228","Industry/academia","GDPR compliance/privacy maturity","Capability","Fort Privacy (2022), Qi (2016)","Personal data access","Personal data access","Access to Personal Data is automated and self-service is provided when possible and appropriate."
"368","342, 346","Industry","Privacy maturity","Capability","AICPA/CICA (2011)","Personal data access","Personal data access","Consistently applied and uniform procedures have been implemented to inform individuals in writing of the reason a request for access to their personal information was denied. The entity’s legal rights to deny such access have been identified as well as the individual’s right to challenge denials."
"369","65, 175","Industry","GDPR compliance/Privacy maturity","Capability","Fort Privacy (2022), Intel Privacy Office (2013)","Personal data access","Personal data access","Employees have been trained in how to respond to Data Subjects access requests, including recording such requests."
"370","177, 341","Industry","Privacy maturity","Capability","AICPA/CICA (2011), Intel Privacy Office (2013)","Personal data access","Personal data access","Reports of response times in providing personal information are monitored and assessed. Remediation plans are made and implemented."
"371","341","Industry","Privacy maturity","Capability","AICPA/CICA (2011)","Personal data access","Personal data access","The associated costs incurred by the entity and any charges to the individual making the request are periodically assessed."
"372","341","Industry","Privacy maturity","Capability","AICPA/CICA (2011)","Personal data access","Personal data access","Periodic assessments of the understandability of the format for information provided to individuals are conducted."
"373","11, 14, 91, 144, 168, 246, 267, 420, 485","Academia/industry/government","Privacy maturity","Capability","AICPA/CICA (2011), Fort Privacy (2022), Intel Privacy Office (2013), New Zealand Government (2014), Qi (2016) The MITRE Corporation (2019) van Lieshout & Hoepman (2015), Yaqiong et al. (2020)","PIA/DPIA","PIA/DPIA","The entity has implemented formal procedures to assess the privacy impact of new and significantly changed products, services, business processes and infrastructure before launch."
"374","92, 269, 422","Industry","GDPR compliance","Capability","AICPA/CICA (2011), Fort Privacy (2022), New Zealand Government (2014)","PIA/DPIA","PIA/DPIA","Data Protection Impact Assessment templates and procedures are regularly monitored, reviewed and updated to ensure continual effectiveness of the process."
"375","17, 93, 95, 100, 145, 146, 169, 170","Academia/industry/government","Privacy maturity","Capability","Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), Intel Privacy Office (2013), van Lieshout & Hoepman (2015), Yaqiong et al. (2020)","Privacy-by-design","Privacy-by-design","A PbD strategy is formulated, agreeing on PbD principles and techniques. PbD is documented and supporting project tools such as checklists are embedded across the entire project lifecycle."
"376","90, 94, 418","Industry/government","GDPR compliance/privacy maturity","Capability","Fort Privacy (2022), New Zealand Government (2014) ","Privacy-by-design","PbD processes","A PbD approach is documented in change management policies, which are proactively managed to optimise their effectiveness at addressing privacy aspects of change."
"377","171, 619","Industry","PbD/Privacy maturity","Capability","Intel Privacy Office (2013), Secure Controls Framework (2022)","Privacy-by-design","Privacy-by-design","Align privacy practices with industry-recognized privacy principles to implement appropriate administrative, technical and physical controls to protect regulated personal data throughout the lifecycle of systems, applications and services."
"378","93, 419","Industry/government","GDPR compliance","Capability","Fort Privacy (2022), New Zealand Government (2014)","Privacy-by-design","Privacy-by-design","The organisation is committed to the effective implementation of the data protection principles and data subjects’ rights and freedoms by default."
"379","52, 266","Industry","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Fort Privacy (2022)","Risk management","Risk management","A formal annual risk management review is undertaken to assess the effectiveness of the program and changes are made where necessary."
"380","102, 248, 264, 265, 406, 456, 487, 519, 527","Industry/government","Privacy maturity/data governance maturity","Capability","AICPA/CICA (2011), Centrum informatiebeveiliging en privacybescherming (2017), Cheng et al. (2017), CMMI Institute (2019), New Zealand Government (2014), The MITRE Corporation (2019) ","Risk management","Risk management","The entity has a formal risk management program that includes privacy considerations and privacy risks which may be customized by jurisdiction, business unit or function. The program contains processes for risk identification, assessment and reporting, and maintains a risk log that is periodically assessed."
"381","451, 455","Industry","Data management maturity","Capability","CMMI Institute (2019)","Risk management","Risk identification","Evaluate and categorize each identified risk using defined risk categories and parameters, and determine its relative priority."
"382","120, 620","Industry/government","Privacy maturity","Capability","Centrum informatiebeveiliging en privacybescherming (2017), Secure Controls Framework (2022)","Risk management","Risk management","Proactively identify, assess, prioritize and remediate risk through alignment with industry-recognized risk management principles to ensure risk decisions adhere to the organization's risk threshold."
"383","85, 116, 366, 495, 576","Industry/government","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), The MITRE Corporation (2019)","Security activities","Security program","The entity has developed, documented and promulgated its comprehensive enterprise-wide security program. The entity has addressed specific privacy-focused security requirements."
"384","86, 367, 577","Industry","GDPR compliance","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Fort Privacy (2022)","Security activities","Security monitoring","The entity undertakes annual reviews of its security program, information security measures are constantly revised and updated in line with best practices. Security capabilities of software systems is monitored and systems replaced if the security measures are no longer considered adequate."
"385","611, 622","Industry","Security/privacy by design","Capability","Secure Controls Framework (2022)","Security activities","Security","Enforce secure configurations for systems, applications and services according to vendor-recommended and industry-recognized secure practices, and monitor for anomalous activity."
"386","380, 428, 567","Industry","Privacy maturity","Capability","AICPA/CICA (2011), New Zealand Government (2014), The MITRE Corporation (2019)","Privacy controls","Privacy controls","The entity has implemented documented policies and procedures covering all relevant aspects to monitor its privacy controls and to  optimise privacy risk management and control.. Selection of controls to be monitored and frequency with which they are monitored are based on a risk assessment."
"387","31, 405, 528","Industry","Information governance/privacy maturity","Capability","Compliance, Governance and Oversight Council (CGOC) (2019), New Zealand Government (2014), The MITRE Corporation (2019)","Privacy controls","Privacy controls","Personal, confidential and classified data and information are protected by privacy controls in all forms including but not limited to paper, electronic, audio, video. Staff apply these principles as part of business-as-usual."
"388","45, 256, 383","Industry","GDPR compliance/data governance/privacy maturity","Capability","AICPA/CICA (2011), Boswell & Courtright (2022), Fort Privacy (2022)","Roles & responsibilities","Roles & responsibilities","Defined roles and responsibilities have been developed and assigned to various individuals / groups within the entity and employees are aware of those assignments. "
"389","385, 462","Industry","Data governance/privacy maturity","Capability","Boswell & Courtright (2022), The MITRE Corporation (2019)","Roles & responsibilities","Roles & responsibilities","Appoints a senior privacy official accountable for developing, implementing, and maintaining an organization-wide governance and privacy program to manage privacy risk, including addressing all applicable laws and regulations regarding the collection, use, maintenance, sharing, and disposal of personally identifiable information (personal data) by programs and information systems, delegating these duties to appropriate staff as necessary"
"390","28, 234, 417","Industry/academia/government","Information governance/privacy maturity","Capability","Compliance, Governance and Oversight Council (CGOC) (2019), New Zealand Government (2014), Qi (2016)","Privacy requirements","Privacy requirements","There are defined and documented requirements, that are tracked in the privacy office, which consider privacy risks and issues in the design phase for all processes and systems."
"391","268, 421","Industry/government","Privacy maturity","Capability","Intel Privacy Office (2013), New Zealand Government (2014)","System engineering","System design & development","The entity uses a documented systems development and change management process for all information systems and related technology employed to collect, use, retain, disclose and destroy personal information."
"392","47, 98, 152, 257, 570","Industry/government","GDPR compliance/privacy maturity","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), Centrum informatiebeveiliging en privacybescherming (2017), Fort Privacy (2022), Intel Privacy Office (2013)","Privacy policy","Privacy policy","Organization has defined and documented privacy policies that are comprehensive, documented, well communicated, and consistent with laws and regulations."
"393","183, 362","Industry","Privacy maturity","Capability","AICPA/CICA (2011), Intel Privacy Office (2013)","Policy content","Policy content","Security policy referenced in privacy policy."
"394","288, 376, 377, 381, 571, 605, 607","Industry","Privacy maturity/U.S. privacy laws","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019)","Policy monitoring & compliance","Policy monitoring & compliance","Management monitors compliance with privacy policies and procedures, reviews and updates privacy policies and procedures, and schedules thorough audits. Issues of non-compliance are identified and remedial action taken to ensure compliance."
"395","474, 539","Industry","Privacy maturity","Capability","The MITRE Corporation (2019)","Materials & resources","Awareness resources","Provides resources, such as manuals, guides, and handbooks, to support consistent implementation of privacy policies, procedures, and standards, as required and appropriate."
"396","475, 540","Industry","Privacy maturity","Capability","The MITRE Corporation (2019)","Materials & resources","Privacy materials","Conducts periodic reviews of privacy policy, procedures, and standards documentation to ensure they remain current and revises documentation as needed."
"397","226, 278","Academia/industry","Privacy maturity","Capability","AICPA/CICA (2011), Qi (2016)","Contact","Customer relationship & contact","Individuals are informed about how to contact the entity with inquiries, complaints and disputes and to whom the individual can direct complaints. Policies and procedures are documented and implemented."
"398","270, 449, 530, 535, 536, 578","Industry/government","Privacy maturity/U.S privacy laws","Capability","AICPA/CICA (2011), Association of Corporate Counsel (2019), New Zealand Government (2014), The MITRE Corporation (2019)","Incident & breach response","Breach management","A documented breach management plan has been implemented that includes: accountability, identification, risk assessment, response, containment, communications (including possible notification to affected individuals and appropriate authorities, if required or deemed necessary), remediation (including post-breach analysis of the breach response), incident reporting, and resumption."
"399","448, 450","Government","Privacy maturity","Capability","New Zealand Government (2014)","Incident & breach response","Breach management","An approved process for recording and reporting on personal information breaches, near misses, trends, risks, and other relevant information to the appropriate levels of management is in place and root cause analysis is undertaken to inform subsequent changes and improvements to processes."
"400","531, 616","Industry","PbD/Privacy maturity","Capability","Secure Controls Framework (2022), The MITRE Corporation (2019)","Incident & breach response","Incident response","Maintain a viable incident response capability that trains personnel on how to recognize and report suspicious activities so that trained incident responders can take the appropriate steps to handle incidents, in accordance with a documented Incident Response Plan (IRP)."
"401","392, 394","Government","Privacy maturity","Capability","New Zealand Government (2014)","Privacy culture stimulation","Culture","Managers and leaders are committed to making privacy core to the culture through their visible actions, planning, and decision making, promoting good privacy practices. Everyone believes and is committed to it, regarding it as a personal value with their daily actions reflecting this commitment."
